Ensembl Gene ID	Ensembl Transcript ID	Associated Gene Name	Chromosome Name	Gene Start (bp)	Gene End (bp)
ENSG00000259770	ENST00000557880	RP11-81A1.3	15	80236840	80237920
ENSG00000267293	ENST00000591191	RP11-8H2.1	18	43608272	43609795
ENSG00000271364	ENST00000603605	RP11-81A1.8	15	80276493	80278066
ENSG00000214266	ENST00000397973	STARP1	13	65883987	65885085
ENSG00000240983	ENST00000490739	RP11-742D12.1	18	44302938	44303186
ENSG00000180725	ENST00000318816	AC015871.1	15	80282247	80282948
ENSG00000179766	ENST00000430846	ATP8B5P	9	35406752	35483026
ENSG00000179766	ENST00000439972	ATP8B5P	9	35406752	35483026
ENSG00000179766	ENST00000329395	ATP8B5P	9	35406752	35483026
ENSG00000179766	ENST00000423138	ATP8B5P	9	35406752	35483026
ENSG00000179766	ENST00000417941	ATP8B5P	9	35406752	35483026
ENSG00000236565	ENST00000455201	HNRNPA3P5	13	66362064	66362896
ENSG00000236565	ENST00000434355	HNRNPA3P5	13	66362064	66362896
ENSG00000225267	ENST00000430538	RPL8P2	21	31635698	31636199
ENSG00000267587	ENST00000587732	RP11-687F6.4	18	44432595	44433845
ENSG00000235737	ENST00000452879	TRIM60P19	13	66843129	66844590
ENSG00000244213	ENST00000434138	ZFAND6P1	9	35449745	35450349
ENSG00000235619	ENST00000450395	RPL36AP33	9	35507561	35507870
ENSG00000227852	ENST00000430795	RP11-156G14.6	9	35592783	35592948
ENSG00000214263	ENST00000433498	RPSAP53	13	67840977	67841838
ENSG00000271287	ENST00000605312	BCRP9	13	68364539	68364926
ENSG00000227969	ENST00000427761	NPM1P22	13	68406008	68406959
ENSG00000231667	ENST00000442229	OR7E111P	13	68476487	68477374
ENSG00000260490	ENST00000569826	RP11-265N6.3	15	42864125	42864631
ENSG00000226537	ENST00000437705	OR7E33P	13	68485219	68486080
ENSG00000260282	ENST00000563883	EIF4EBP2P2	15	42873354	42873686
ENSG00000234765	ENST00000457883	ELL2P3	13	68863811	68865412
ENSG00000229910	ENST00000433537	HNRNPA1P18	13	68875737	68877434
ENSG00000236083	ENST00000417104	OR13E1P	9	35859059	35859980
ENSG00000260799	ENST00000562022	KRT8P50	15	43093166	43094603
ENSG00000233659	ENST00000436704	NDUFA5P4	9	35874807	35875191
ENSG00000236433	ENST00000435890	RPL37P21	13	68905470	68905745
ENSG00000254793	ENST00000534629	FDPSP4	15	43231508	43232556
ENSG00000230405	ENST00000435639	RPS3AP52	13	69208322	69208618
ENSG00000205871	ENST00000487100	RPS3AP47	15	43407897	43408691
ENSG00000205871	ENST00000382175	RPS3AP47	15	43407897	43408691
ENSG00000230750	ENST00000441308	SDAD1P2	20	10366427	10368454
ENSG00000229824	ENST00000424532	RPL12P34	13	69228704	69229182
ENSG00000260928	ENST00000561636	SPCS2P1	15	43423206	43423884
ENSG00000225639	ENST00000436071	PGAM1P2	9	35943207	35943931
ENSG00000267800	ENST00000588843	RP11-49K24.5	18	44663389	44663661
ENSG00000235036	ENST00000456064	RP5-1099D15.1	20	10593509	10594877
ENSG00000235036	ENST00000261752	RP5-1099D15.1	20	10593509	10594877
ENSG00000232380	ENST00000411421	ZDHHC20P4	13	69559190	69560196
ENSG00000213866	ENST00000444752	YBX1P10	9	35971341	35972315
ENSG00000225501	ENST00000457792	SNRPFP3	13	69675964	69676188
ENSG00000261679	ENST00000567898	ATP5HP1	15	43560102	43560586
ENSG00000179443	ENST00000433495	OR13C6P	9	35991333	35992282
ENSG00000232852	ENST00000447359	CICP4	20	62921540	62924351
ENSG00000224640	ENST00000424058	SRSF1P1	13	69982348	69982867
ENSG00000273463	ENST00000320491	AL138834.1	9	36002993	36003660
ENSG00000228307	ENST00000447226	OR2S1P	9	36013181	36014130
ENSG00000224677	ENST00000428073	PDIA3P2	15	43941321	43941478
ENSG00000267156	ENST00000592307	TPMTP1	18	45156483	45157219
ENSG00000232314	ENST00000458195	PSMC1P13	13	70468233	70469217
ENSG00000267187	ENST00000586404	RP11-767C4.1	18	45229546	45230116
ENSG00000236110	ENST00000422137	OR2AM1P	9	36021689	36022110
ENSG00000267541	ENST00000591258	RP11-380M21.2	18	45379604	45379828
ENSG00000217809	ENST00000406588	FAT1P1	20	10869230	10869736
ENSG00000215283	ENST00000433260	HMGB3P24	9	36303496	36304921
ENSG00000250973	ENST00000508999	KRTAP13-6P	21	31728833	31729203
ENSG00000226554	ENST00000446207	SOGA2P1	13	71497796	71498587
ENSG00000266984	ENST00000588366	RP11-23B5.1	18	46004932	46005599
ENSG00000233640	ENST00000418755	KRTAP13-5P	21	31808784	31809282
ENSG00000225801	ENST00000440529	RABEPKP1	13	71870342	71871367
ENSG00000237841	ENST00000421795	KRTAP19-9P	21	31882625	31882815
ENSG00000249839	ENST00000510070	AC011330.5	15	43955852	43976537
ENSG00000235544	ENST00000451072	RPS11P1	20	11326031	11326503
ENSG00000236534	ENST00000440551	H3F3BP1	13	72249199	72249601
ENSG00000235312	ENST00000445258	KRTAP19-10P	21	31886931	31887117
ENSG00000259461	ENST00000559213	ANP32BP3	15	81409976	81410681
ENSG00000125385	ENST00000354277	RP11-297B17.2	9	37046832	37047234
ENSG00000271397	ENST00000603272	RP5-1128N12.2	20	11589084	11589696
ENSG00000218125	ENST00000406413	AP000567.27	21	31898864	31899019
ENSG00000237816	ENST00000422213	RPL21P109	13	72278313	72278787
ENSG00000236612	ENST00000439851	KRTAP19-11P	21	31909597	31909700
ENSG00000237256	ENST00000437662	PGAM3P	20	11601699	11602125
ENSG00000256818	ENST00000537053	AP001069.1	21	31964786	31965076
ENSG00000233460	ENST00000418340	RPL35AP31	13	72420113	72420449
ENSG00000236400	ENST00000454921	KRTAP21-4P	21	32114098	32114913
ENSG00000232881	ENST00000430654	RPS10P21	13	72487842	72488316
ENSG00000238257	ENST00000424582	AP000244.11	21	32135000	32135200
ENSG00000256874	ENST00000544332	AL080274.1	20	11790813	11791095
ENSG00000233036	ENST00000440620	KRTAP8-2P	21	32174560	32174745
ENSG00000227840	ENST00000423658	KRTAP8-3P	21	32179250	32179437
ENSG00000271298	ENST00000605565	RP5-1012F16.2	20	11819003	11819222
ENSG00000227952	ENST00000455326	RPL18AP17	13	73034270	73034467
ENSG00000256386	ENST00000539876	AP000244.1	21	32201362	32202051
ENSG00000226617	ENST00000433345	RPL21P110	13	73277831	73278276
ENSG00000228941	ENST00000429033	UBE3AP2	21	32432919	32435487
ENSG00000237306	ENST00000456856	HSPE1P22	9	94789780	94790106
ENSG00000235698	ENST00000414718	PA2G4P2	20	12360704	12361903
ENSG00000232179	ENST00000415057	RP11-100G15.2	9	94871140	94871271
ENSG00000237325	ENST00000490865	AP000563.2	21	32824779	32825536
ENSG00000228069	ENST00000432119	RP11-100G15.3	9	94871295	94872377
ENSG00000232041	ENST00000437000	PSMD10P3	13	73610539	73610986
ENSG00000228292	ENST00000404812	RP11-220I1.4	9	37205109	37205365
ENSG00000230870	ENST00000393804	FBXW11P1	21	32999440	33000913
ENSG00000236972	ENST00000423401	FABP5P1	13	73674713	73675123
ENSG00000236972	ENST00000420287	FABP5P1	13	73674713	73675123
ENSG00000238288	ENST00000431980	RP11-100G15.4	9	94872450	94872796
ENSG00000271426	ENST00000603234	RP4-718P11.1	20	13054315	13054960
ENSG00000236156	ENST00000455954	CHCHD4P3	9	37434174	37434583
ENSG00000166763	ENST00000509801	STRCP1	15	43991686	44010382
ENSG00000187988	ENST00000434597	RP11-405L18.2	9	37477146	37478314
ENSG00000187988	ENST00000344067	RP11-405L18.2	9	37477146	37478314
ENSG00000229708	ENST00000420129	MARK2P12	13	73981905	73982489
ENSG00000236811	ENST00000432206	GAPDHP2	20	13373324	13374321
ENSG00000230188	ENST00000422509	RP11-405L18.4	9	37490418	37490890
ENSG00000230935	ENST00000456781	RPS3P1	20	13984154	13984345
ENSG00000234187	ENST00000418670	AIMP1P1	20	14108046	14108982
ENSG00000233111	ENST00000409159	RAB1C	9	37636685	37637290
ENSG00000227563	ENST00000427702	RNF11B	20	14527830	14528269
ENSG00000232701	ENST00000413857	RPL21P108	13	74951300	74952088
ENSG00000232454	ENST00000452964	RP11-3J10.7	9	37836041	37836391
ENSG00000240791	ENST00000431728	RP11-100G15.5	9	94872857	94873150
ENSG00000226055	ENST00000425324	PAICSP1	9	37878113	37879490
ENSG00000213950	ENST00000430953	RPS10P2	20	14738209	14738702
ENSG00000213839	ENST00000436507	RP11-3J10.4	9	37885680	37886387
ENSG00000227321	ENST00000437913	MTND4P15	9	94873147	94874179
ENSG00000225254	ENST00000443069	RP11-403F21.1	9	38452779	38454067
ENSG00000259622	ENST00000558741	RP11-597K23.1	15	82302553	82302948
ENSG00000215165	ENST00000443005	RP11-403F21.3	9	38478468	38479347
ENSG00000225944	ENST00000418778	RIOK3P1	13	75402690	75404217
ENSG00000224274	ENST00000392855	ENSAP1	20	15600139	15600464
ENSG00000229511	ENST00000420145	RP11-392E22.1	9	38486856	38488335
ENSG00000225622	ENST00000438507	PPIAP17	20	16204395	16205180
ENSG00000226665	ENST00000415208	SSR1P2	13	75710291	75711077
ENSG00000205771	ENST00000446479	CATSPER2P1	15	44019116	44039292
ENSG00000205771	ENST00000439564	CATSPER2P1	15	44019116	44039292
ENSG00000205771	ENST00000381680	CATSPER2P1	15	44019116	44039292
ENSG00000205771	ENST00000416302	CATSPER2P1	15	44019116	44039292
ENSG00000205771	ENST00000429276	CATSPER2P1	15	44019116	44039292
ENSG00000237487	ENST00000448149	VN1R48P	9	38504444	38505479
ENSG00000243085	ENST00000451357	RP11-392E22.3	9	38526828	38527029
ENSG00000226229	ENST00000457002	RPLP0P1	20	16566978	16567338
ENSG00000214249	ENST00000451540	CTAGE11P	13	75812080	75814432
ENSG00000176007	ENST00000377689	FAM220BP	9	38527094	38527909
ENSG00000235208	ENST00000443141	RPL7AL3	20	16664753	16665049
ENSG00000259785	ENST00000566355	ADAMTS7P1	15	82590891	82626963
ENSG00000259785	ENST00000563256	ADAMTS7P1	15	82590891	82626963
ENSG00000259785	ENST00000566781	ADAMTS7P1	15	82590891	82626963
ENSG00000259785	ENST00000438558	ADAMTS7P1	15	82590891	82626963
ENSG00000259898	ENST00000564800	CYP4F33P	9	38542311	38542566
ENSG00000220540	ENST00000402970	RP1-298M8.1	20	17168779	17168989
ENSG00000250989	ENST00000504791	RP11-392E22.5	9	38543101	38543443
ENSG00000225345	ENST00000565670	SNX18P3	9	38566257	38568208
ENSG00000225345	ENST00000424993	SNX18P3	9	38566257	38568208
ENSG00000232241	ENST00000378574	DYNLT3P1	20	17459730	17460076
ENSG00000232333	ENST00000457576	RPS27AP2	20	17497488	17497952
ENSG00000230902	ENST00000424489	FAM204CP	13	76262692	76263333
ENSG00000234537	ENST00000412768	RP11-100G15.7	9	94894680	94900911
ENSG00000230495	ENST00000434165	RP11-462D18.2	20	17579900	17580452
ENSG00000237557	ENST00000445359	RP13-198D9.3	9	38643039	38643765
ENSG00000264971	ENST00000577786	RP11-110H1.1	18	46996173	46996593
ENSG00000118903	ENST00000426582	BTF3P11	13	77502200	77502970
ENSG00000218902	ENST00000447474	PTMAP3	20	17992599	17992928
ENSG00000234680	ENST00000422626	VN2R3P	9	39016966	39039591
ENSG00000233873	ENST00000424827	RPL7P44	13	77555310	77556051
ENSG00000226625	ENST00000453646	RP11-290L7.2	9	39154072	39155476
ENSG00000227343	ENST00000439981	RPL15P1	20	18070760	18071359
ENSG00000228002	ENST00000436565	DHX9P1	13	77559003	77562078
ENSG00000271454	ENST00000605859	RP11-290L7.5	9	39159068	39160316
ENSG00000243695	ENST00000425044	RP11-290L7.3	9	39173791	39174510
ENSG00000265182	ENST00000580060	SRP72P1	18	47021517	47023266
ENSG00000223758	ENST00000429555	RP11-347J14.4	9	39368376	39368790
ENSG00000229046	ENST00000445197	HMGN1P2	21	33078868	33079177
ENSG00000267444	ENST00000590640	SMUG1P1	18	47176720	47177530
ENSG00000227973	ENST00000451079	PIN4P1	15	44168047	44168442
ENSG00000232943	ENST00000432363	RP4-717M23.2	20	18200757	18201156
ENSG00000234107	ENST00000458495	TPT1P1	21	33212653	33213170
ENSG00000185607	ENST00000418351	ACTBP7	15	44281259	44282382
ENSG00000224055	ENST00000423136	GAPDHP55	15	44355709	44356511
ENSG00000203578	ENST00000366388	AC073940.1	15	44564040	44564218
ENSG00000198416	ENST00000602828	CTD-2173L22.4	9	39443804	39464526
ENSG00000198416	ENST00000266116	CTD-2173L22.4	9	39443804	39464526
ENSG00000198416	ENST00000377618	CTD-2173L22.4	9	39443804	39464526
ENSG00000203411	ENST00000366232	AC090519.2	15	44571085	44571275
ENSG00000227922	ENST00000450718	SPTLC1P5	13	78233548	78233799
ENSG00000203576	ENST00000366387	AC090519.7	15	44575957	44576117
ENSG00000267511	ENST00000588476	ADAD1P2	18	47590165	47590810
ENSG00000241536	ENST00000423634	RP11-381G8.1	9	39485380	39485866
ENSG00000236474	ENST00000416567	GCNT1P1	20	18400804	18402098
ENSG00000267591	ENST00000587055	RP11-689E3.2	18	47625112	47625532
ENSG00000268819	ENST00000599266	AL590812.1	9	39631025	39632395
ENSG00000230281	ENST00000428578	AL590812.3	9	39651897	39652392
ENSG00000225995	ENST00000412467	ATP5A1P9	9	39654198	39655518
ENSG00000225419	ENST00000395517	RPL21P3	20	18465909	18466696
ENSG00000239780	ENST00000498296	RPLP0P11	18	47984257	47985165
ENSG00000267713	ENST00000588916	RP11-10I6.2	18	48195880	48196585
ENSG00000225529	ENST00000448922	BX088645.3	9	39722430	39817308
ENSG00000214612	ENST00000415286	RPS19P1	20	18485277	18485710
ENSG00000249336	ENST00000503949	RP11-133G22.1	9	39722432	39817308
ENSG00000226368	ENST00000437349	BX088645.2	9	39860052	39860359
ENSG00000236584	ENST00000416647	BX664726.3	9	39897660	39897987
ENSG00000232136	ENST00000431038	DUXAP7	20	18623426	18624278
ENSG00000234375	ENST00000452634	VN2R4P	9	40063116	40085739
ENSG00000233324	ENST00000419888	EEF1A1P34	20	18763068	18764334
ENSG00000225273	ENST00000420908	UBE2Q2P2	15	82647360	82712277
ENSG00000225273	ENST00000560795	UBE2Q2P2	15	82647360	82712277
ENSG00000225273	ENST00000560062	UBE2Q2P2	15	82647360	82712277
ENSG00000225273	ENST00000558037	UBE2Q2P2	15	82647360	82712277
ENSG00000185020	ENST00000451450	RP11-111G23.1	9	40293025	40339528
ENSG00000185020	ENST00000333554	RP11-111G23.1	9	40293025	40339528
ENSG00000271386	ENST00000603392	SRGNP1	13	78859973	78860423
ENSG00000229865	ENST00000429803	RPL31P54	13	78996958	78997327
ENSG00000224686	ENST00000452014	TCEB1P23	13	79062317	79062648
ENSG00000233628	ENST00000425251	VN2R5P	9	40371838	40394460
ENSG00000237550	ENST00000466501	UBE2Q2P6	15	82664459	82748784
ENSG00000237550	ENST00000393394	UBE2Q2P6	15	82664459	82748784
ENSG00000236247	ENST00000454256	RP11-292B8.2	9	40479776	40481177
ENSG00000237109	ENST00000418453	RPL21P111	13	79335310	79335786
ENSG00000215142	ENST00000399669	RP11-292B8.1	9	40491622	40633282
ENSG00000224809	ENST00000414425	BEND3P2	9	94933523	94935776
ENSG00000188384	ENST00000549901	CSPG4P8	15	82751614	82769399
ENSG00000188384	ENST00000342039	CSPG4P8	15	82751614	82769399
ENSG00000215357	ENST00000400121	HSPD1P8	13	79423366	79425343
ENSG00000229530	ENST00000456945	RP11-62C3.8	9	95101940	95103945
ENSG00000241341	ENST00000433824	RP11-395E19.2	9	40712985	40713384
ENSG00000203575	ENST00000366386	AC090519.6	15	44589782	44590272
ENSG00000230584	ENST00000432974	CCT5P2	13	79483054	79484677
ENSG00000196274	ENST00000360440	AC090519.1	15	44595115	44595293
ENSG00000203574	ENST00000366385	AC090519.5	15	44603029	44603177
ENSG00000203573	ENST00000366384	AC090519.4	15	44603873	44604051
ENSG00000236277	ENST00000452282	NIPA2P5	13	79664918	79668254
ENSG00000236931	ENST00000429748	BX664608.1	9	40812916	40813390
ENSG00000203572	ENST00000366383	AC090519.3	15	44614380	44614557
ENSG00000243268	ENST00000440061	ATP5A1P1	9	41028804	41030086
ENSG00000236992	ENST00000424633	RPL12L3	20	19804087	19804587
ENSG00000236992	ENST00000454660	RPL12L3	20	19804087	19804587
ENSG00000250130	ENST00000508195	RP11-616K22.1	15	44646889	44647890
ENSG00000226670	ENST00000416374	BCAS2P3	13	79740254	79741020
ENSG00000236742	ENST00000426439	CTD-2340F8.3	9	41031936	41032439
ENSG00000268342	ENST00000600961	CTD-2340F8.1	9	41054827	41056158
ENSG00000229500	ENST00000445304	RPL17P1	20	20233947	20234482
ENSG00000229471	ENST00000450268	RP11-95K23.7	9	41214067	41217717
ENSG00000259335	ENST00000560685	HNRNPMP1	15	44739775	44741542
ENSG00000213384	ENST00000393781	EIF4E2P1	20	20640354	20640608
ENSG00000229007	ENST00000448649	EXOSC3P1	21	33869122	33869621
ENSG00000225551	ENST00000447622	RP11-19J3.5	9	95301335	95301466
ENSG00000270793	ENST00000603571	RP11-23O13.1	20	20701830	20702522
ENSG00000213669	ENST00000442640	RP11-476B13.2	9	95439225	95439689
ENSG00000225803	ENST00000437558	MRPS11P1	20	20834764	20835285
ENSG00000228433	ENST00000435600	OR7E23P	21	33993359	33994406
ENSG00000227862	ENST00000448627	HNRNPA1P31	13	81193233	81194202
ENSG00000238220	ENST00000411943	AP000275.64	21	33996726	33997406
ENSG00000234138	ENST00000456641	RP11-144A16.1	9	41418937	41433320
ENSG00000226683	ENST00000429776	PWWP2AP1	13	81228890	81231162
ENSG00000235065	ENST00000421023	RPL24P2	20	21095364	21095838
ENSG00000237625	ENST00000435814	RP11-144A16.2	9	41475787	41476094
ENSG00000231222	ENST00000439608	ARF4P4	13	81462483	81463002
ENSG00000243935	ENST00000429787	RP11-100J16.5	9	41504853	41514094
ENSG00000243935	ENST00000444803	RP11-100J16.5	9	41504853	41514094
ENSG00000224427	ENST00000444036	AP000281.1	21	34213806	34214121
ENSG00000270415	ENST00000603842	DPPA3P3	13	81689001	81689430
ENSG00000259479	ENST00000562107	CTD-2008A1.2	15	45118569	45176892
ENSG00000259479	ENST00000564140	CTD-2008A1.2	15	45118569	45176892
ENSG00000259479	ENST00000558556	CTD-2008A1.2	15	45118569	45176892
ENSG00000259479	ENST00000561384	CTD-2008A1.2	15	45118569	45176892
ENSG00000198566	ENST00000421476	ZNF658B	9	41588823	41609544
ENSG00000198566	ENST00000458742	ZNF658B	9	41588823	41609544
ENSG00000237148	ENST00000446367	HIGD1AP2	13	81847026	81847305
ENSG00000214182	ENST00000607242	PTMAP5	13	82264046	82265207
ENSG00000214182	ENST00000393073	PTMAP5	13	82264046	82265207
ENSG00000229707	ENST00000429280	RP11-100J16.4	9	41630397	41630883
ENSG00000269692	ENST00000598909	RP11-45O22.1	9	41776064	41777434
ENSG00000237099	ENST00000426437	GYG1P2	13	83397266	83398271
ENSG00000231511	ENST00000450937	RP11-45O22.3	9	41796924	41797395
ENSG00000270400	ENST00000603093	RP11-464I4.1	13	83719675	83720038
ENSG00000234720	ENST00000423669	ATP5A1P8	9	41799259	41800556
ENSG00000215037	ENST00000399480	VENTXP2	13	84481436	84481916
ENSG00000226108	ENST00000411517	RP11-104G3.5	9	41879688	41880646
ENSG00000224188	ENST00000441973	UBE2D3P4	13	84594462	84594897
ENSG00000228597	ENST00000457501	MTND4P1	13	85094238	85095703
ENSG00000232239	ENST00000449433	RBPJP5	9	41884765	41886211
ENSG00000232447	ENST00000438536	MTND5P3	13	85095860	85098050
ENSG00000229273	ENST00000443558	RP11-104G3.2	9	41954580	41955037
ENSG00000232798	ENST00000436337	RP11-204M4.1	9	42037568	42037913
ENSG00000228241	ENST00000430903	MOB1AP1	13	86543134	86543668
ENSG00000184961	ENST00000429522	AL772307.1	9	42128839	42129419
ENSG00000214181	ENST00000397726	DDX6P2	13	86927755	86929524
ENSG00000187984	ENST00000473204	ANKRD19P	9	95571670	95650975
ENSG00000187984	ENST00000465736	ANKRD19P	9	95571670	95650975
ENSG00000187984	ENST00000460854	ANKRD19P	9	95571670	95650975
ENSG00000187984	ENST00000338192	ANKRD19P	9	95571670	95650975
ENSG00000187984	ENST00000464387	ANKRD19P	9	95571670	95650975
ENSG00000187984	ENST00000492083	ANKRD19P	9	95571670	95650975
ENSG00000187984	ENST00000375504	ANKRD19P	9	95571670	95650975
ENSG00000237846	ENST00000414297	RP11-216M21.1	9	42250840	42251545
ENSG00000231879	ENST00000429528	TXNL1P1	13	87377755	87378308
ENSG00000230804	ENST00000434123	RP11-216M21.2	9	42266980	42267558
ENSG00000236966	ENST00000442149	RP11-216M21.4	9	42276765	42277236
ENSG00000228074	ENST00000446970	UBBP5	13	87871259	87871524
ENSG00000228473	ENST00000445283	LIN28AP2	13	88031727	88032513
ENSG00000225679	ENST00000417418	RP11-216M21.6	9	42312410	42316345
ENSG00000228871	ENST00000424841	MEP1AP1	9	42332815	42338938
ENSG00000228871	ENST00000536653	MEP1AP1	9	42332815	42338938
ENSG00000234812	ENST00000420308	RP11-146D12.6	9	42436293	42436520
ENSG00000231390	ENST00000455120	SNX18P8	9	42438100	42438973
ENSG00000232204	ENST00000426627	TET1P1	13	88542427	88544727
ENSG00000225289	ENST00000448725	RPL29P29	13	88888802	88889224
ENSG00000259742	ENST00000558917	CTD-2014N11.1	15	45207000	45222820
ENSG00000259231	ENST00000561335	CTD-2014N11.2	15	45211574	45213018
ENSG00000233211	ENST00000453145	GRPEL2P1	13	89630701	89631039
ENSG00000259304	ENST00000559765	CTD-2014N11.3	15	45262233	45263376
ENSG00000227247	ENST00000432350	TRIM60P13	13	89901072	89902354
ENSG00000224681	ENST00000416024	RP11-146D12.5	9	42478013	42478478
ENSG00000227069	ENST00000443536	CNN2P2	9	42491162	42492070
ENSG00000225530	ENST00000414049	SP3P	13	90013414	90015478
ENSG00000232433	ENST00000453058	RP11-341A11.2	9	42493617	42494809
ENSG00000225380	ENST00000431378	IGKV1OR9-2	9	42751727	42752381
ENSG00000225380	ENST00000543725	IGKV1OR9-2	9	42751727	42752381
ENSG00000224567	ENST00000426062	AC129778.5	9	42779314	42779707
ENSG00000225433	ENST00000455231	MTND1P12	9	42779843	42779998
ENSG00000234227	ENST00000448259	RPL7L1P1	13	90485411	90486195
ENSG00000230455	ENST00000416720	BMS1P14	9	42808660	42812274
ENSG00000259338	ENST00000559063	CTD-2651B20.2	15	45507745	45508141
ENSG00000267233	ENST00000591842	HNRNPA3P16	18	48340762	48342100
ENSG00000215418	ENST00000400284	PEX12P1	13	90644085	90645132
ENSG00000239689	ENST00000496512	RPL17P46	18	48349947	48350490
ENSG00000184906	ENST00000454768	AC129778.2	9	42845768	42859085
ENSG00000184906	ENST00000452436	AC129778.2	9	42845768	42859085
ENSG00000184906	ENST00000412301	AC129778.2	9	42845768	42859085
